Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,137,541,191,267,4,3,5,2.11139
0,0,553,815,0,0,4,3,0,2.11139
1,1,48,84,0,0,5,1,57,2.51536
1,0,553,445,0,0,5,1,0,2.51536
0,1,153,679,202,401,5,4,6,2.41195
0,0,553,872,0,0,5,4,0,2.41195
1,1,20,30,0,0,6,1,23,2.52049
1,0,553,478,0,0,6,1,0,2.52049
0,1,167,954,270,599,6,4,7,2.47297
0,0,553,772,0,0,6,4,0,2.47297
1,1,32,40,0,0,5,1,38,2.59997
1,0,553,416,0,0,5,1,0,2.5846
0,1,152,636,165,378,5,4,6,2.40184
0,0,553,721,0,0,5,4,0,2.40184
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,38,25,0,0,9,1,51,2.13084
1,0,553,241,0,0,9,1,0,2.13084
0,1,205,1300,137,1064,9,6,11,2.07296
0,0,553,710,0,0,9,6,0,2.07296
1,1,33,24,0,0,9,1,46,2.08082
1,0,553,256,0,0,9,1,0,2.08082
0,1,264,2251,211,1911,9,6,15,2.06142
0,0,553,626,0,0,9,6,0,2.06142
1,1,28,18,0,0,9,1,35,2.3605
1,0,553,239,0,0,9,1,0,2.3605
0,1,314,3783,270,3370,9,5,19,2.33291
0,0,553,767,0,0,9,5,0,2.33291
1,1,26,22,0,0,9,1,32,2.07325
1,0,553,263,0,0,9,1,0,2.07325
0,1,279,2699,247,2309,9,4,16,2.05529
0,0,553,727,0,0,9,4,0,2.05529
1,1,35,28,0,0,9,1,43,2.03172
1,0,553,275,0,0,9,1,0,2.03172
0,1,247,1853,183,1555,9,4,14,2.00246
0,0,553,688,0,0,9,4,0,2.00246
1,1,37,25,0,0,9,1,45,1.89246
1,0,553,277,0,0,9,1,0,1.89246
0,1,208,1160,147,911,9,5,11,1.85024
0,0,553,614,0,0,9,5,0,1.85024
1,1,38,30,0,0,9,1,43,2.03981
1,0,553,256,0,0,9,1,0,2.03981
0,1,248,1994,196,1676,9,4,14,2.00559
0,0,553,603,0,0,9,4,0,2.00559
1,1,39,26,0,0,9,1,49,2.20622
1,0,553,244,0,0,9,1,0,2.20622
0,1,203,1184,148,940,9,5,11,2.14724
0,0,553,674,0,0,9,5,0,2.14724
1,1,48,32,0,0,9,1,64,2.04432
1,0,553,259,0,0,9,1,0,2.04432
0,1,205,1312,150,1055,9,4,11,1.99726
0,0,553,584,0,0,9,4,0,1.99726
1,1,46,31,0,0,9,1,62,2.33137
1,0,553,240,0,0,9,1,0,2.33137
0,1,314,3373,258,2977,9,4,19,2.25452
0,0,553,770,0,0,9,4,0,2.25452
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,45,29,0,0,9,1,59,2.27464
1,0,553,278,0,0,9,1,0,2.27464
0,1,232,1499,170,1227,9,5,11,2.16024
0,0,553,690,0,0,9,5,0,2.16024
1,1,30,20,0,0,9,1,38,2.20419
1,0,553,270,0,0,9,1,0,2.20201
0,1,279,2273,211,1939,9,6,14,2.1282
0,0,553,674,0,0,9,6,0,2.1282
1,1,31,21,0,0,9,1,37,2.48915
1,0,553,261,0,0,9,1,0,2.48915
0,1,335,3622,286,3178,9,5,18,2.41167
0,0,553,672,0,0,9,5,0,2.41167
1,1,32,21,0,0,9,1,39,2.20082
1,0,553,264,0,0,9,1,0,2.20082
0,1,294,2372,228,2016,9,6,15,2.11855
0,0,553,770,0,0,9,6,0,2.11855
1,1,26,19,0,0,9,1,31,2.14933
1,0,553,271,0,0,9,1,0,2.14933
0,1,262,1804,193,1497,9,5,13,2.07793
0,0,553,650,0,0,9,5,0,2.07793
1,1,52,34,0,0,9,1,65,2.03453
1,0,553,265,0,0,9,1,0,2.03453
0,1,219,1155,160,907,9,5,10,1.91911
0,0,553,623,0,0,9,5,0,1.91911
1,1,39,25,0,0,9,1,47,2.16978
1,0,553,269,0,0,9,1,0,2.16978
0,1,264,1990,204,1665,9,6,13,2.07701
0,0,553,670,0,0,9,6,0,2.07701
1,1,55,37,0,0,9,1,71,2.38744
1,0,553,264,0,0,9,1,0,2.38744
0,1,214,1179,153,936,9,5,10,2.24487
0,0,553,661,0,0,9,5,0,2.24487
1,1,27,18,0,0,9,1,37,2.20112
1,0,553,262,0,0,9,1,0,2.19996
0,1,218,1540,178,1242,9,6,10,2.06999
0,0,553,799,0,0,9,6,0,2.06999
1,1,51,40,0,0,9,1,63,2.52124
1,0,553,306,0,0,9,1,0,2.52124
0,1,336,4533,350,4001,9,6,18,2.34859
0,0,553,884,0,0,9,6,0,2.34859
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,42,57,0,0,7,1,47,2.62953
1,0,553,385,0,0,7,1,0,2.62953
0,1,221,2161,310,1724,7,3,13,2.51991
0,0,553,810,0,0,7,3,0,2.51991
1,1,32,41,0,0,8,1,40,2.07535
1,0,553,375,0,0,8,1,0,2.07535
0,1,190,1254,274,884,7,5,10,2.04619
0,0,553,700,0,0,7,5,0,2.04619
1,1,37,47,0,0,8,1,45,2.32511
1,0,553,348,0,0,8,1,0,2.32511
0,1,188,1144,189,834,8,4,10,2.24844
0,0,553,719,0,0,8,4,0,2.24844
1,1,20,19,0,0,7,1,22,2.08783
1,0,553,337,0,0,7,1,0,2.08783
0,1,177,869,205,569,7,3,9,2.08059
0,0,553,561,0,0,7,3,0,2.08059
1,1,35,37,0,0,7,1,43,2.02974
1,0,553,347,0,0,7,1,0,2.02974
0,1,174,823,183,535,7,4,9,1.97665
0,0,553,652,0,0,7,4,0,1.97665
1,1,33,34,0,0,7,1,37,2.12157
1,0,553,369,0,0,7,1,0,2.12157
0,1,174,788,172,509,7,4,9,2.04629
0,0,553,591,0,0,7,4,0,2.04629
1,1,21,23,0,0,7,1,24,2.24886
1,0,553,356,0,0,7,1,0,2.24886
0,1,177,903,172,613,7,5,9,2.22261
0,0,553,631,0,0,7,5,0,2.22261
1,1,18,19,0,0,5,1,20,2.21753
1,0,553,371,0,0,5,1,0,2.21753
0,1,149,770,163,521,5,4,7,2.20824
0,0,553,743,0,0,5,4,0,2.20824
1,1,27,28,0,0,6,1,31,2.20989
1,0,553,342,0,0,6,1,0,2.20989
0,1,161,717,154,466,6,2,8,2.19957
0,0,553,687,0,0,6,2,0,2.19957
1,1,34,43,0,0,6,1,42,2.08993
1,0,553,342,0,0,6,1,0,2.08993
0,1,162,714,142,459,6,4,8,2.07122
0,0,553,619,0,0,6,4,0,2.07122
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,42,53,0,0,6,1,49,2.90932
1,0,553,367,0,0,6,1,0,2.90932
0,1,235,1821,292,1389,8,5,12,2.62379
0,0,553,789,0,0,8,5,0,2.62379
1,1,38,40,0,0,8,1,45,2.19977
1,0,553,375,0,0,8,1,0,2.19977
0,1,231,1523,248,1129,8,5,11,2.13068
0,0,553,721,0,0,8,5,0,2.13068
1,1,48,56,0,0,8,1,59,2.52155
1,0,553,387,0,0,8,1,0,2.52155
0,1,197,1317,241,968,8,5,9,2.33769
0,0,553,823,0,0,8,5,0,2.33769
1,1,24,25,0,0,7,1,28,2.18087
1,0,553,394,0,0,7,1,0,2.18087
0,1,186,763,166,471,7,4,8,2.12283
0,0,553,624,0,0,7,4,0,2.12283
1,1,30,31,0,0,7,1,36,2.24819
1,0,553,369,0,0,7,1,0,2.24819
0,1,181,816,161,537,7,4,8,2.0668
0,0,553,618,0,0,7,4,0,2.0668
1,1,43,46,0,0,7,1,48,2.32031
1,0,553,362,0,0,7,1,0,2.32031
0,1,184,751,164,465,7,5,8,2.10547
0,0,553,611,0,0,7,5,0,2.10547
1,1,37,40,0,0,7,1,51,2.37382
1,0,553,385,0,0,7,1,0,2.37382
0,1,185,928,216,605,7,4,8,2.26894
0,0,553,723,0,0,7,4,0,2.26894
1,1,18,18,0,0,5,1,19,2.29035
1,0,553,373,0,0,5,1,0,2.29035
0,1,153,678,158,436,5,4,6,2.27217
0,0,553,684,0,0,5,4,0,2.27217
1,1,19,21,0,0,6,1,21,2.29427
1,0,553,367,0,0,6,1,0,2.29427
0,1,168,718,140,466,6,4,7,2.24595
0,0,553,644,0,0,6,4,0,2.24595
1,1,27,28,0,0,6,1,33,2.21047
1,0,553,366,0,0,6,1,0,2.21047
0,1,168,685,141,434,6,5,7,2.13181
0,0,553,624,0,0,6,5,0,2.13181
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,45,108,0,0,8,1,55,2.26536
1,0,933,1275,0,0,8,1,0,2.26536
0,1,272,4726,763,3810,8,4,13,2.2341
0,0,933,2847,0,0,8,4,0,2.2341
1,1,44,115,0,0,7,1,52,2.12217
1,0,933,1235,0,0,7,1,0,2.12217
0,1,276,5776,816,4806,7,3,13,2.10609
0,0,933,2974,0,0,7,3,0,2.10609
1,1,34,89,0,0,7,1,39,2.04445
1,0,933,1241,0,0,7,1,0,2.04445
0,1,373,10475,1258,9022,8,3,20,2.02986
0,0,933,2906,0,0,8,3,0,2.02986
1,1,29,78,0,0,7,1,34,1.91238
1,0,933,1400,0,0,7,1,0,1.91238
0,1,278,5097,872,4081,7,5,13,1.89856
0,0,933,2947,0,0,7,5,0,1.89856
1,1,39,97,0,0,9,1,46,2.43267
1,0,933,1253,0,0,9,1,0,2.43267
0,1,268,6688,835,5710,9,4,13,2.39766
0,0,933,3961,0,0,9,4,0,2.39766
1,1,26,91,0,0,8,1,33,2.17613
1,0,933,1453,0,0,8,1,0,2.1598
0,1,229,3992,755,3112,8,4,10,2.12632
0,0,933,2975,0,0,8,4,0,2.12632
1,1,36,93,0,0,7,1,41,2.11865
1,0,933,1535,0,0,7,1,0,2.11865
0,1,215,3350,778,2447,7,4,9,2.08913
0,0,933,2857,0,0,7,4,0,2.08913
1,1,47,122,0,0,7,1,55,1.91926
1,0,933,1256,0,0,7,1,0,1.91926
0,1,220,2894,628,2141,7,5,9,1.86549
0,0,933,3362,0,0,7,5,0,1.86549
1,1,32,123,0,0,8,1,41,2.12172
1,0,933,1310,0,0,8,1,0,2.12172
0,1,231,4073,764,3183,8,3,10,2.11347
0,0,933,3376,0,0,8,3,0,2.11347
1,1,37,111,0,0,7,1,44,1.73461
1,0,933,1384,0,0,7,1,0,1.73461
0,1,220,3242,773,2351,7,4,9,1.72768
0,0,933,2451,0,0,7,4,0,1.72768
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,49,142,0,0,8,1,55,2.42227
1,0,933,1666,0,0,8,1,0,2.42227
0,1,283,6552,1123,5291,8,5,12,2.30992
0,0,933,3744,0,0,8,5,0,2.30992
1,1,42,136,0,0,7,1,48,2.22689
1,0,933,1852,0,0,7,1,0,2.22689
0,1,226,3685,768,2789,7,5,8,2.16385
0,0,933,3746,0,0,7,5,0,2.16385
1,1,35,106,0,0,7,1,40,2.15223
1,0,933,1613,0,0,7,1,0,2.15223
0,1,366,10869,1372,9296,7,4,17,2.091
0,0,933,3705,0,0,7,4,0,2.091
1,1,58,186,0,0,7,1,72,2.02414
1,0,933,1656,0,0,7,1,0,2.02414
0,1,226,3680,766,2782,7,5,8,1.95352
0,0,933,4196,0,0,7,5,0,1.95352
1,1,54,144,0,0,9,1,68,2.58291
1,0,933,1358,0,0,9,1,0,2.58291
0,1,280,7025,958,5925,9,6,12,2.49761
0,0,933,4748,0,0,9,6,0,2.49761
1,1,49,180,0,0,8,1,57,2.31201
1,0,933,1541,0,0,8,1,0,2.31201
0,1,271,5989,1010,4838,8,5,11,2.21487
0,0,933,4161,0,0,8,5,0,2.21487
1,1,37,94,0,0,7,1,42,2.25315
1,0,933,1822,0,0,7,1,0,2.25315
0,1,225,3271,729,2417,7,5,8,2.17188
0,0,933,3336,0,0,7,5,0,2.17188
1,1,72,214,0,0,7,1,86,2.04912
1,0,933,1729,0,0,7,1,0,2.04912
0,1,227,3268,763,2376,7,5,8,1.92283
0,0,933,3745,0,0,7,5,0,1.92283
1,1,36,107,0,0,8,1,44,2.30056
1,0,933,1525,0,0,8,1,0,2.25069
0,1,240,4345,895,3324,8,5,9,2.18
0,0,933,3316,0,0,8,5,0,2.18
1,1,60,154,0,0,7,1,72,1.84026
1,0,933,1727,0,0,7,1,0,1.84026
0,1,228,3121,771,2231,7,4,8,1.78528
0,0,933,3453,0,0,7,4,0,1.78528
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,43,68,0,0,13,1,54,2.26999
1,0,933,816,0,0,13,1,0,2.26999
0,1,494,26019,1138,24617,13,5,29,2.21773
0,0,933,2956,0,0,13,5,0,2.21773
1,1,31,39,0,0,13,1,44,2.21904
1,0,933,808,0,0,13,1,0,2.21904
0,1,357,12622,767,11672,13,7,19,2.17712
0,0,933,3324,0,0,13,7,0,2.17712
1,1,47,72,0,0,13,1,57,2.28623
1,0,933,830,0,0,13,1,0,2.28623
0,1,356,10836,718,9911,13,4,19,2.2539
0,0,933,3161,0,0,13,4,0,2.2539
1,1,57,74,0,0,13,1,69,2.47179
1,0,933,769,0,0,13,1,0,2.47179
0,1,420,15547,849,14465,13,3,24,2.40469
0,0,933,2755,0,0,13,3,0,2.40469
1,1,48,81,0,0,13,1,57,2.35614
1,0,933,743,0,0,13,1,0,2.35614
0,1,296,5768,461,5144,13,5,15,2.29575
0,0,933,3159,0,0,13,5,0,2.29575
1,1,41,61,0,0,13,1,54,2.21192
1,0,933,764,0,0,13,1,0,2.21192
0,1,327,8979,652,8165,13,4,17,2.1711
0,0,933,2893,0,0,13,4,0,2.1711
1,1,60,78,0,0,13,1,72,2.37727
1,0,933,694,0,0,13,1,0,2.37727
0,1,299,6461,553,5752,13,5,15,2.2951
0,0,933,2698,0,0,13,5,0,2.2951
1,1,67,83,0,0,13,1,82,2.33061
1,0,933,743,0,0,13,1,0,2.33061
0,1,354,11052,664,10199,13,5,19,2.25429
0,0,933,3017,0,0,13,5,0,2.25429
1,1,38,46,0,0,13,1,47,2.22543
1,0,933,718,0,0,13,1,0,2.22543
0,1,331,9882,611,9088,13,3,17,2.19357
0,0,933,3738,0,0,13,3,0,2.19357
1,1,44,72,0,0,13,1,54,2.39742
1,0,933,926,0,0,13,1,0,2.39742
0,1,410,16037,901,14911,13,5,23,2.35131
0,0,933,2556,0,0,13,5,0,2.35131
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,52,65,0,0,13,1,64,2.44634
1,0,933,793,0,0,13,1,0,2.44634
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
1,1,36,58,0,0,6,1,45,5.04128
1,0,1133,803,0,0,6,1,0,5.04128
0,1,266,1512,419,968,6,3,8,4.94074
0,0,1133,2095,0,0,6,3,0,4.94074
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,205,1258,140,1033,9,6,11,2.07296
0,0,553,629,0,0,9,6,0,2.07296
0,1,264,2501,200,2160,9,6,15,2.06142
0,0,553,633,0,0,9,6,0,2.06142
0,1,314,3685,248,3289,9,5,19,2.33291
0,0,553,585,0,0,9,5,0,2.33291
0,1,279,2137,200,1833,9,4,16,2.05529
0,0,553,569,0,0,9,4,0,2.05529
0,1,247,1701,171,1428,9,4,14,2.00246
0,0,553,551,0,0,9,4,0,2.00246
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,232,1329,161,1085,9,5,11,2.16024
0,0,553,599,0,0,9,5,0,2.16024
0,1,279,1991,205,1683,9,6,14,2.1282
0,0,553,608,0,0,9,6,0,2.1282
0,1,335,3317,260,2926,9,5,18,2.41167
0,0,553,625,0,0,9,5,0,2.41167
0,1,294,2095,217,1774,9,6,15,2.11855
0,0,553,608,0,0,9,6,0,2.11855
0,1,262,1702,187,1411,9,5,13,2.07793
0,0,553,629,0,0,9,5,0,2.07793
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,221,1503,182,1166,7,3,13,2.51991
0,0,553,592,0,0,7,3,0,2.51991
0,1,190,921,149,645,7,5,10,2.04619
0,0,553,591,0,0,7,5,0,2.04619
0,1,188,1028,150,750,8,4,10,2.24844
0,0,553,669,0,0,8,4,0,2.24844
0,1,177,730,145,463,7,3,9,2.08059
0,0,553,532,0,0,7,3,0,2.08059
0,1,174,700,126,457,7,4,9,1.97665
0,0,553,523,0,0,7,4,0,1.97665
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,235,1430,196,1073,8,5,12,2.62379
0,0,553,636,0,0,8,5,0,2.62379
0,1,231,1346,193,994,8,5,11,2.13068
0,0,553,676,0,0,8,5,0,2.13068
0,1,197,1169,192,844,8,5,9,2.33769
0,0,553,706,0,0,8,5,0,2.33769
0,1,186,676,139,415,7,4,8,2.12283
0,0,553,536,0,0,7,4,0,2.12283
0,1,181,748,144,494,7,4,8,2.0668
0,0,553,568,0,0,7,4,0,2.0668
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,532,3249,449,2641,9,4,11,6.16611
0,0,1713,1940,0,0,9,4,0,6.16611
0,1,537,2947,442,2326,9,5,11,6.1272
0,0,1713,2060,0,0,9,5,0,6.1272
0,1,894,9640,811,8514,9,5,19,6.94536
0,0,1713,2072,0,0,9,5,0,6.94536
0,1,769,6192,675,5238,9,4,16,6.10594
0,0,1713,2068,0,0,9,4,0,6.10594
0,1,532,2840,448,2226,9,3,11,5.92473
0,0,1713,1821,0,0,9,3,0,5.92473
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,564,3098,484,2414,9,5,10,6.38285
0,0,1713,2074,0,0,9,5,0,6.38285
0,1,569,3498,489,2798,9,5,10,6.30801
0,0,1713,2053,0,0,9,5,0,6.30801
0,1,958,10212,889,8967,9,4,18,7.13986
0,0,1713,2208,0,0,9,4,0,7.13986
0,1,720,5331,641,4439,9,6,13,6.28
0,0,1713,2155,0,0,9,6,0,6.28
0,1,519,2642,465,1980,9,6,9,6.13045
0,0,1713,2194,0,0,9,6,0,6.13045
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,460,2403,467,1632,7,3,10,7.43679
0,0,1713,2262,0,0,7,3,0,7.43679
0,1,488,3450,800,2364,7,5,10,6.09066
0,0,1713,2469,0,0,7,5,0,6.09066
0,1,477,3701,808,2627,8,3,10,6.69401
0,0,1713,2832,0,0,8,3,0,6.69401
0,1,441,2241,600,1387,7,2,9,6.20919
0,0,1713,2180,0,0,7,2,0,6.20919
0,1,433,2143,500,1380,7,4,9,5.8524
0,0,1713,1927,0,0,7,4,0,5.8524
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,496,2689,679,1722,7,4,9,7.70999
0,0,1713,2408,0,0,7,4,0,7.70999
0,1,516,3126,696,2134,8,4,9,6.27973
0,0,1713,2335,0,0,8,4,0,6.27973
0,1,510,3020,624,2079,8,6,9,6.93111
0,0,1713,2580,0,0,8,6,0,6.93111
0,1,467,1963,482,1180,7,4,8,6.33354
0,0,1713,1828,0,0,7,4,0,6.33354
0,1,366,1253,370,642,7,5,6,6.0713
0,0,1713,2040,0,0,7,5,0,6.0713
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,857,6951,895,5660,9,5,11,10.2635
0,0,2873,3789,0,0,9,5,0,10.2635
0,1,867,5324,778,4206,9,4,11,10.206
0,0,2873,3874,0,0,9,4,0,10.206
0,1,1473,19429,1406,17379,9,4,19,11.5654
0,0,2873,3844,0,0,9,4,0,11.5654
0,1,1185,11224,1130,9550,9,3,15,10.1705
0,0,2873,3842,0,0,9,3,0,10.1705
0,1,861,5593,829,4376,9,4,11,9.86428
0,0,2873,3330,0,0,9,4,0,9.86428
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,918,5560,829,4406,9,7,10,10.6125
0,0,2873,3745,0,0,9,7,0,10.6125
0,1,920,5841,827,4687,9,6,10,10.4981
0,0,2873,3851,0,0,9,6,0,10.4981
0,1,1578,18395,1552,16213,9,5,18,11.877
0,0,2873,3941,0,0,9,5,0,11.877
0,1,1180,8717,1085,7205,9,7,13,10.4518
0,0,2873,3901,0,0,9,7,0,10.4518
0,1,923,5125,846,3953,9,5,10,10.193
0,0,2873,3887,0,0,9,5,0,10.193
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,737,3897,983,2484,7,4,10,12.3804
0,0,2873,3863,0,0,7,4,0,12.3804
0,1,783,4819,908,3398,7,3,10,10.1469
0,0,2873,3697,0,0,7,3,0,10.1469
0,1,766,5435,971,3981,8,4,10,11.1495
0,0,2873,3875,0,0,8,4,0,11.1495
0,1,707,3195,808,1947,7,2,9,10.3455
0,0,2873,2866,0,0,7,2,0,10.3455
0,1,693,3238,839,1981,7,4,9,9.75176
0,0,2873,3269,0,0,7,4,0,9.75176
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,795,4246,1001,2766,8,6,9,12.8262
0,0,2873,3960,0,0,8,6,0,12.8262
0,1,829,5378,1237,3697,8,5,9,10.4553
0,0,2873,4095,0,0,8,5,0,10.4553
0,1,822,5058,945,3559,8,6,9,11.5382
0,0,2873,5579,0,0,8,6,0,11.5382
0,1,748,3373,861,2020,7,5,8,10.5485
0,0,2873,3044,0,0,7,5,0,10.5485
0,1,577,2053,655,1045,7,4,6,10.0839
0,0,2873,3401,0,0,7,4,0,10.0839
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,205,258,0,212,9,6,11,2.07296
0,0,553,116,0,0,9,6,0,2.07296
0,1,264,480,0,416,9,6,15,2.06142
0,0,553,117,0,0,9,6,0,2.06142
0,1,314,829,1,744,9,5,19,2.33291
0,0,553,121,0,0,9,5,0,2.33291
0,1,279,573,0,501,9,4,16,2.05529
0,0,553,115,0,0,9,4,0,2.05529
0,1,247,381,0,324,9,4,14,2.00246
0,0,553,105,0,0,9,4,0,2.00246
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,232,367,0,311,9,5,11,2.16024
0,0,553,149,0,0,9,5,0,2.16024
0,1,279,623,0,539,9,6,14,2.1282
0,0,553,123,0,0,9,6,0,2.1282
0,1,335,849,1,764,9,5,18,2.41167
0,0,553,127,0,0,9,5,0,2.41167
0,1,294,537,0,467,9,6,15,2.11855
0,0,553,124,0,0,9,6,0,2.11855
0,1,262,406,0,343,9,5,13,2.07793
0,0,553,124,0,0,9,5,0,2.07793
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,221,351,0,279,7,3,13,2.51991
0,0,553,119,0,0,7,3,0,2.51991
0,1,190,211,0,153,7,5,10,2.04619
0,0,553,117,0,0,7,5,0,2.04619
0,1,188,300,0,227,8,4,10,2.24844
0,0,553,132,0,0,8,4,0,2.24844
0,1,177,148,0,99,7,3,9,2.08059
0,0,553,88,0,0,7,3,0,2.08059
0,1,174,156,0,107,7,4,9,1.97665
0,0,553,101,0,0,7,4,0,1.97665
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,235,392,1,312,8,5,12,2.62379
0,0,553,137,0,0,8,5,0,2.62379
0,1,231,313,0,240,8,5,11,2.13068
0,0,553,132,0,0,8,5,0,2.13068
0,1,197,251,0,191,8,5,9,2.33769
0,0,553,151,0,0,8,5,0,2.33769
0,1,186,151,0,95,7,4,8,2.12283
0,0,553,107,0,0,7,4,0,2.12283
0,1,181,192,0,134,7,4,8,2.0668
0,0,553,109,0,0,7,4,0,2.0668
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,532,820,2,684,9,4,11,6.16611
0,0,1713,527,0,0,9,4,0,6.16611
0,1,537,828,0,692,9,5,11,6.1272
0,0,1713,538,0,0,9,5,0,6.1272
0,1,894,2972,16,2686,9,5,19,6.94536
0,0,1713,611,0,0,9,5,0,6.94536
0,1,769,2019,0,1778,9,4,16,6.10594
0,0,1713,509,0,0,9,4,0,6.10594
0,1,532,823,0,677,9,3,11,5.92473
0,0,1713,492,0,0,9,3,0,5.92473
Is MD?,Is DDD?,BP Explored,Run-Time,Add Run-Time,SP Run-Time,#Arcs in Soln,#Subpaths in Soln,Iterations,Opt Obj
0,1,564,820,0,679,9,5,10,6.38285
0,0,1713,537,0,0,9,5,0,6.38285
0,1,569,881,0,735,9,5,10,6.30801
0,0,1713,653,0,0,9,5,0,6.30801
0,1,958,3282,19,2955,9,4,18,7.13986
0,0,1713,583,0,0,9,4,0,7.13986
0,1,720,1434,0,1237,9,6,13,6.28
0,0,1713,552,0,0,9,6,0,6.28
0,1,519,712,0,580,9,6,9,6.13045
0,0,1713,590,0,0,9,6,0,6.13045
